card_name,desc,shortUrl,card_creation_dt,list_name,MemberCreator_id,card_done_dt,member_fullName,member_username,board_name,Backlog,Done,En Validación (PO / Usuario),Pre - Análisis,Product Backlog,Sprint Backlog (En Proceso),folio
"Petición 36720.1 - Información de bonificaciones, devoluciones y cuentas saldadas Mx y Ar para P+P27 a Jul-22","Solicitante Original:	OSCAR VICENTE BETANZOS SANCHEZ
Para la construcción de las proyecciones de cartera para el presupuesto de finanzas (P+P27) tanto de Argentina como México es necesaria la información de las transacciones de bonificación por pronto pago y devoluciones para entender la evolución de estos conceptos a lo largo de la madurez de cada cosecha.

Para ello se solicita la información de la actualización de transacciones de bonificación por pronto pago y devoluciones de las carteras de Muebles, Prestamos y Ropa para México y Argentina ocurridas en el mes de Julio 2022.

También se solicita se actualice la información de bonificaciones por pronto pago de la cartera de Reestructura a Julio 2022.

De igual manera se solicita la actualización a corte de Julio 2022 de la información de cuentas saldadas de México y de Argentina de las todas las carteras.

Toda la información mencionada fue actualizada a May-22 mediante el folio 35837 y se solicita para el apoyo al equipo de finanzas en la elaboración del la proyección de cartera del P+P27",https://trello.com/c/rP5PlYu5,2022-08-14 22:15:24,Done,60ca7e0b9604e44c7f6616d3,2022-10-05 08:00:57,German Castro,germancastro33,"GCIA Originación, Crédito al Consumo, Cobranzas",,103.49140046296297,35.79439814814815,14.74273148148148,0.8695023148148148,,rP5PlYu5
Petición 36588.1 - Base de Información para Metas de Abonos,"Solicitante Original:	CARLOS ALAN MARTINEZ PAEZ
Se necesita que la información de los abonos semanales se encuentre en “PDA ControlInformes”. Se requiere la siguiente información: Fecha Semana, No Semana, Año, Canal, Region, Zona, Centro, Abono, Operaciones.",https://trello.com/c/UKksvm8P,2022-08-14 22:17:35,Done,60ca7e0b9604e44c7f6616d3,2022-10-05 08:00:57,German Castro,germancastro33,"GCIA Originación, Crédito al Consumo, Cobranzas",,103.49140046296297,11.583576388888888,21.580127314814813,2.9451504629629626,15.29625,UKksvm8P
Petición 36698.1 - Mejora en cumplimiento de convenios por medio de Behavioral Economics II,"Solicitante Original:	GIOVANI GAXIOLA PARRA
Nos encontramos en una etapa de exploración de Cobranza con el fin de generar una propuesta que nos ayude a incrementar el cumplimiento de convenios mediante ciencias del comportamiento, para ello se requiere conocer el grado actual de cumplimiento de convenios por canal, puntualidad y tipo de convenio segun el proceso de cobranza, además de conocer de forma cuantitativa los avisos de Cobranza Domiciliaria que se entregan cuando no se localiza a los clientes, el resultado de ofrecimiento de club de proteccion a personas que cuentan con vencido y los resultados de contacto por medio del CAT a traves de los fines de gestión.
Descripción de la petición
Contar con informacion de convenios, descrito por rango de cumplimiento, desde un 0 hasta un 100 en de diez en diez.",https://trello.com/c/TuZyfA8B,2022-08-14 22:19:44,Done,60ca7e0b9604e44c7f6616d3,2022-10-05 08:00:56,German Castro,germancastro33,"GCIA Originación, Crédito al Consumo, Cobranzas",,103.49141203703704,34.97572916666667,7.570532407407408,2.952453703703704,5.904895833333334,TuZyfA8B
ID mFlFrQgK - Reporte de Metas de Préstamo Coppel ( Cajas de Abono + Promotoria),"Se solicita la mejora al reporte de Metas de PPC con folio original de # 28603.1- Información Mensual para Reporte de Préstamo Personal por Región de Venta.

Debido a la instalación nacional del Préstamo Coppel en Promotoria Banco se busca incluir la información de la meta de Promotoria, así como su desempeño en este reporte que está enfocado a los gerentes.

Se anexa layout.",https://trello.com/c/mFlFrQgK,2022-08-25 16:24:31,Done,,2022-10-26 12:25:35,,,"GCIA Originación, Crédito al Consumo, Cobranzas",0.060266203703703704,82.30763888888889,1.968298611111111,9.640405092592593,27.174502314814816,12.183414351851852,mFlFrQgK
Recuperado por mora para juntas regionales de cobranzas,Solicitante : IVAN DE LA O,https://trello.com/c/A9kEvC4j,2022-08-26 08:58:20,Done,60ca7e0b9604e44c7f6616d3,2022-10-05 08:00:55,German Castro,germancastro33,"GCIA Originación, Crédito al Consumo, Cobranzas",,103.49143518518518,32.96646990740741,,,6.993657407407408,A9kEvC4j
Petición 36815.1 - Apagado de Indicadores Normativos JUL22 - Cobranzas,"Se solicita apagar y reprocesar los indicadores normativos de Diagnóstico de SST e Higiene en cobranzas para la emisión de evaluación objetiva de julio 2022, para los siguientes Cobranzas:

MTRY I
Linares (515301)
Cd Mante(514801)
Cd Victoria (516301)

MTRY II
Sabinas Hidalgo (542401)
General Zuazua (535201)",https://trello.com/c/Ri3b2GwN,2022-08-26 16:07:08,Done,62febe991aad95360613c4a1,2022-10-05 08:00:55,Frederick Angulo Velazquez,frederick_angulo,"GCIA Originación, Crédito al Consumo, Cobranzas",2.105601851851852,103.49144675925925,27.96709490740741,7.62962962962963,0.2894560185185185,1.6705671296296298,Ri3b2GwN
Modificación a Base de clientes para prueba de envío de mensajería RCS,"Se solicita el apoyo para añadir 2 columnas a las bases de clientes del RCS:
 - Fecha de inserción 
 - Mora (En tablas de cobranza correctiva)

Fecha de inserción: Con el fin de contar con un rastreo de las fechas en las que se depositaron los Clientes
Mora: Se requiere este dato para el layout del RCS


Nota: Es un ajuste a la petición 32313.1",https://trello.com/c/8y0u2jOh,2022-08-30 15:55:16,Done,62ffda789710a5082f0b1658,2022-10-05 08:00:54,Edith Elena Valdez Yee,edithvaldez1,"GCIA Originación, Crédito al Consumo, Cobranzas",12.718715277777777,103.49145833333334,20.917962962962964,0.026087962962962966,0.308275462962963,1.699537037037037,8y0u2jOh
Petición 36848.1 - Petición para obtener tabla de movimientos CAT Coppel Argentina,"Solicitante Original:MARTHA MARGARITA FLORES SOSA
####Descripción del proyecto/iniciativa
la tabla de movimientos contiene los registros que genera CAT diarios, de esta forma se puede llevar un control de su funcionamiento y medir su eficiencia.
####Descripción de la petición
se solicita una tabla de movimientos de las gestiones de CAT diarias.
",https://trello.com/c/QKmr4ikl,2022-08-31 19:08:05,Done,60ca7e0b9604e44c7f6616d3,2022-10-05 08:00:54,German Castro,germancastro33,"GCIA Originación, Crédito al Consumo, Cobranzas",4.701631944444444,103.49145833333334,21.577592592592595,4.374583333333333,2.4862037037037035,1.3966666666666667,QKmr4ikl
Copiado de tablas de solicitudes en linea,"
Descripción de la petición
Se solicita el copiado de las siguientes tablas en el PDA, ya que son necesarias para los análisis que realizamos dentro del área: 
socertificacionriesgos
soconsultaburo


 Dichas tablas se encuentran en el servidor de postgres 10.45.225.24 ReportesArgentina en la bd de solicitudes.

Se requiere el copiado de toda la historia disponible y la actualización diaria de las dos tablas.",https://trello.com/c/E0KSksxQ,2022-09-01 16:35:46,Done,62a0e72fa678d42a903c6e92,2022-10-05 08:00:53,joel.vea,joelvea1,"GCIA Originación, Crédito al Consumo, Cobranzas",10.683182870370372,103.4914699074074,6.857002314814815,0.12761574074074075,0.9575462962962962,15.013541666666665,E0KSksxQ
ID YzfNQgGU - PIDG BanCoppel,Contar con un informe dinámico para obtener los Principales Indicadores de Gestión BanCoppel.,https://trello.com/c/YzfNQgGU,2022-09-07 10:49:31,Done,62fd8a554e73ef5af05a9cb1,2022-10-04 08:23:24,jguzman,jguzman100,"GCIA Originación, Crédito al Consumo, Cobranzas",8.082974537037037,104.4758449074074,5.570416666666667,11.825856481481482,,1.4192824074074073,YzfNQgGU
Petición 36026.1 - Petición para obtener Base de datos de gestión de cobranza,"Se solicita una base de datos a nivel Centro de Cobranza de % cont por cte, % cont por convenio, % cumplimiento, % efectividad, % convenio ideal, % rec convenio, que nos permita conocer la información por mes, para realizar los pronósticos semestrales por Centros de cobranza.

Los meses solicitados son de enero a junio de 2022.",https://trello.com/c/gEMmkxLU,2022-09-09 11:43:08,Done,62030b8045fd6e34e2fce250,2022-10-05 08:00:53,marco.gonzalezb,marcogonzalezb1,"GCIA Originación, Crédito al Consumo, Cobranzas",4.258020833333334,103.49148148148147,12.621793981481483,8.614583333333334,,0.3512615740740741,gEMmkxLU
ID fWFdlWWY - Dashboard Préstamos Grupo Coppel (Nuevos Canales),"Se busca incluir en la herramienta de tableau ""Dashboard de Prestamos Diarios""  dos canales nuevos de venta/colocación del Préstamo Coppel: App Bancoppel (préstamos generados en la app bancoppel express) y Promotoria Bancoppel (préstamos generados en la promotoria banco en sucursal).

Gricelda Dominguez ya está trabajando con otro folio relacionado a actualizar este dashboard. 


",https://trello.com/c/fWFdlWWY,2022-09-09 16:49:01,Done,630505b6da11d035e2ca33ce,2022-10-07 08:01:00,tamara aispuro,tamaraaispuro1,"GCIA Originación, Crédito al Consumo, Cobranzas",2.6786689814814815,101.49140046296297,6.596157407407407,0.029942129629629628,16.96148148148148,1.3670717592592592,fWFdlWWY
Petición 36923.1 - Conteo de Clientes Celulares,"USUARIO SOLICITANTE: Armando Gamez Caballero 
ING. DE DATOS ASIGNADO: Yasmin Osuna Arellano

La solicitud va en función de conocer a los Clientes de la categoría Celulares de forma más profunda en su comportamiento en la venta, saldo , índice de compra , comportamiento de compra, etc. - Trabajar sobre el folio 36374.1 -Se solicita compartir este reporte periódicamente de manera mensual

Conteo al último corte de Clientes con vista enfocada en la categoría Celulares - Trabajar sobre el folio 36374.1",https://trello.com/c/jurmGXoc,2022-09-12 08:58:46,Done,60ca7e0b9604e44c7f6616d3,2022-10-05 08:00:52,German Castro,germancastro33,"GCIA Originación, Crédito al Consumo, Cobranzas",0.0011458333333333333,103.49149305555555,6.870439814814815,14.98511574074074,,1.1030902777777778,jurmGXoc
Petición 36924.1 - Conteo de Clientes Celulares (Historico),"Solicitante Original:	ARMANDO GAMEZ CABALLERO

Descripción del proyecto/iniciativa
Conteo al último corte mensual de Clientes con vista enfocada en la categoría celulares - se toma el folio 3674.1 como referencia para este reporte -Se solicita este reporte sea compartido de manera periódica de forma mensual
Descripción de la petición
La solicitud va en función de conocer a los Clientes de la categoría Celulares de forma más profunda en su comportamiento en la venta, saldo, índice de compra, comportamiento de compra etc. - se toma el folio 3674.1 como referencia para este reporte -Se solicita este reporte sea compartido de manera periódica de forma mensual
",https://trello.com/c/oz6XEk8k,2022-09-12 09:01:25,Done,60ca7e0b9604e44c7f6616d3,2022-10-05 08:00:52,German Castro,germancastro33,"GCIA Originación, Crédito al Consumo, Cobranzas",,103.49149305555555,7.9944791666666655,9.982743055555556,,4.980729166666666,oz6XEk8k
Petición para obtener domicilios de clientes Coppel,"Solicita: MARCO CESAR GONZALEZ BOJORQUEZ

Descripción del proyecto/iniciativa: 
Derivado de una prueba de Actualización de Datos Generales con Círculo de Crédito, donde nos están compartiendo los domicilios y teléfonos más actuales de una muestra de clientes Coppel, se solicitan los domicilios particulares, de trabajo y de referencias de los mismos; esto con el objetivo de validar la información compartida por Círculo de Crédito.

Descripción de la petición:
La solicitud de esta información es un reporte único con lo más reciente, por lo que no se necesita actualizar esta base de datos. ",https://trello.com/c/A3H8X7RR,2022-09-20 10:18:25,Done,62030b8045fd6e34e2fce250,2022-10-05 08:00:51,marco.gonzalezb,marcogonzalezb1,"GCIA Originación, Crédito al Consumo, Cobranzas",0.11806712962962963,103.49151620370371,7.974560185185186,1.7929050925925925,,5.0189351851851844,A3H8X7RR
ID 0KtLMrrS - Actualización de tabla DIRECTORIO_COBRANZA_DOMICILIARIA,"Solicita: MARCO CESAR GONZALEZ BOJORQUEZ

Descripción del proyecto/iniciativa: 
Se solicita actualización de la tabla DIRECTORIO_COBRANZA_DOMICILIARIA, para cargar información desde enero 2021 a lo más reciente, con el objetivo de analizar los clientes asignados para cobranza domiciliaria y generar propuestas para la mejora de las actividades de cobranza domiciliaria.

La periodicidad de la actualización será diaria, por lo que la actualización de la base puede tener corte cada día del mes. Asimismo, se necesita que se guarde información de dos años completos.

Descripción de la petición:
Se solicita actualización de la tabla DIRECTORIO_COBRANZA_DOMICILIARIA, para cargar información desde enero 2021 a lo más reciente, con el objetivo de analizar los clientes asignados para cobranza domiciliaria y generar propuestas para la mejora de las actividades de cobranza domiciliaria.

La periodicidad de la actualización será diaria, por lo que la actualización de la base puede tener corte cada día del mes. Asimismo, se necesita que se guarde información de dos años completos.",https://trello.com/c/0KtLMrrS,2022-09-20 10:26:10,Done,62030b8045fd6e34e2fce250,2022-10-24 08:55:02,marco.gonzalezb,marcogonzalezb1,"GCIA Originación, Crédito al Consumo, Cobranzas",33.936712962962964,84.4538888888889,,,,,0KtLMrrS
ID LljTwnyV - Complementaria - Petición para obtener domicilios de clientes Coppel,"Solicita: MARCO CESAR GONZALEZ BOJORQUEZ

Descripción del proyecto/iniciativa: 
Se solicita que se anexe a la tabla MARCO_CANDIDATOS_ADG_CI el campo “FechaUltActDeDatos” contenido en la tabla “tmp_dwh..maedirectorio”, con el objetivo de comparar los domicilios compartidos por Círculo de Crédito y validar si son más recientes o más antiguos que los domicilios de los clientes con los que cuenta Coppel. La solicitud de esta información es un reporte único con lo más reciente, por lo que no se necesita actualizar esta base de datos.

Descripción de la petición:
Se solicita que se anexe a la tabla MARCO_CANDIDATOS_ADG_CI el campo “FechaUltActDeDatos” contenido en la tabla “tmp_dwh..maedirectorio”, con el objetivo de comparar los domicilios compartidos por Círculo de Crédito y validar si son más recientes o más antiguos que los domicilios de los clientes con los que cuenta Coppel. La solicitud de esta información es un reporte único con lo más reciente, por lo que no se necesita actualizar esta base de datos.",https://trello.com/c/LljTwnyV,2022-09-28 16:40:35,Done,62030b8045fd6e34e2fce250,2022-10-19 08:00:49,marco.gonzalezb,marcogonzalezb1,"GCIA Originación, Crédito al Consumo, Cobranzas",0.656400462962963,89.49155092592592,6.591238425925926,11.088344907407409,0.027777777777777776,2.275289351851852,LljTwnyV
Conteo de Clientes Celulares (Mensual),"La solicitud va en función de conocer a los Clientes de la categoría Celulares de forma más profunda en su comportamiento en la venta, saldo , índice de compra , comportamiento de compra, etc. - Trabajar sobre el folio 36374.1 -Se solicita compartir este reporte periódicamente de manera mensual

Conteo al último corte de Clientes con vista enfocada en la categoría Celulares - Trabajar sobre el folio 36374.1",https://trello.com/c/W5DWVwht,2022-10-04 10:06:56,Done,632de5b82265750112654096,2022-10-28 15:33:22,Armando Gamez Caballero,armandogamezcaballero,"GCIA Originación, Crédito al Consumo, Cobranzas",5.669988425925926,80.17729166666668,2.9775000000000005,0.08061342592592592,14.922638888888889,0.31607638888888884,W5DWVwht
ID 06G6MaxT - Datos para Indicadores BanCoppel,"La solicitud de esta data corresponde al histórico solicitado por Tomás Arroyo para la creación de nuevas metas en nuevos indicadores de cobranza, en el tablero de indicadores estratégicos BanCoppel en la Cobranza, con apoyo de Carolina López.",https://trello.com/c/06G6MaxT,2022-10-04 16:12:17,Done,6303f4b4627dd2145797c00d,2022-10-27 08:01:27,Carmen Rocio Alvarez Sainz,carmen_rocio_alvarez,"GCIA Originación, Crédito al Consumo, Cobranzas",5.675601851851852,81.49112268518518,6.822881944444444,0.07703703703703704,9.32400462962963,0.7596180555555555,06G6MaxT
ID xI5oXAJe - 37155.1 BNOA Reestructuras 3.0,"Descripción del proyecto/iniciativa
Actualmente se encuentra instalado a nivel nacional el proyecto Reestructura de Crédito Coppel, con el fin de dar cumplimiento a las buenas practicas de Administración de Proyectos se requiere generar el documento BNOA actualizado de Reestructuras.
Descripción de la petición
Se requiere actualizar el informe BNOA Reestructuras cuyo folio ya trabajado es el 33014.1 realizado por Carmen Leticia Santos el 14 de diciembre de 2021.

El periodo a abarcar son las cosechas de Enero 2017 a septiembre 2022.",https://trello.com/c/xI5oXAJe,2022-10-07 09:44:10,Done,60ca7e0b9604e44c7f6616d3,2022-10-21 10:48:17,German Castro,germancastro33,"GCIA Originación, Crédito al Consumo, Cobranzas",2.946354166666667,87.3752662037037,,11.098171296296295,,,xI5oXAJe
ID OjnT5GnR - Mejoras al reporte de solicitudes y entregas,"Se solicitan mejoras al reporte existente, se adjunta liga con el detalle, la mejora consiste en agregar la vista por canal.

",https://trello.com/c/OjnT5GnR,2022-10-10 18:10:53,Done,61795771ea3f751a8ffc0629,2022-10-26 08:01:18,José Alberto García,josealbertogarcia11,"GCIA Originación, Crédito al Consumo, Cobranzas",0.759988425925926,82.49123842592593,6.886273148148148,1.2147800925925927,4.901400462962963,1.8142245370370367,OjnT5GnR
ID Cc032hWU - Petición para agregar convenios diarios de CAT,"Con la finalidad de analizar los convenios diarios realizados en CAT, se solicita que se deposite en los servidores de Ciencia de Datos una base réplica de los datos de la tabla que se muestra a continuación de tal forma que esa base que nos proporciona deberá cuadrar con la información que se presenta en la imagen mostrada abajo.



La información deberá tener una periodicidad diaria, y se deberá depositar un historial de desde enero 2021 hasta el presente, y así mismo se deberá actualizar de forma diaria.

Las variables solicitadas son las siguientes:

IDCTE: Cliente al que se le hizo el convenio (sin dígito verificador)
Fecha: fecha de elaboración de convenio
Canal: CAT
Plazoconvenio: plazo del convenio elaborado (1, 2, 3, 4 semanas)
Importeconvenio: importe del convenio realizado

Al sumar la cantidad de convenios deberá cuadrar con los resultados de la imagen mostrada arriba.

*** NOTA: Se solicita que se agreguen los convenios CAT a la tabla ya existente que se detalla a continuación.

Servidor: 10.44.14.126
BD: RECUPERACION_CREDITO
Schema: ADMIN
Nombre de la Tabla: CONVENIOSDIARIOS_CAJAS_DOMICILIARIA",https://trello.com/c/Cc032hWU,2022-10-11 09:37:56,Done,62030b8045fd6e34e2fce250,2022-10-26 08:01:17,marco.gonzalezb,marcogonzalezb1,"GCIA Originación, Crédito al Consumo, Cobranzas",4.04869212962963,82.49125,6.635497685185185,1.956122685185185,1.3396990740740742,0.9528587962962963,Cc032hWU
"ID xlDAOv0i - Cambio de metas en encuestas de periódico Coppel y cambio de nombre en clientes Loc, 141, Conflicto y Gol","Cambiar rangos evaluativos de las Encuestas de Periódico Coppel y Cambio de nombre en clientes Gol, Conflicto, i41 y Loc en la Evaluación Objetiva de Cobranza",https://trello.com/c/xlDAOv0i,2022-10-12 10:11:49,Done,62febee9aee0d7224dc429cf,2022-10-25 08:01:15,Gissel Cardenas Duarte,gisselcardenasduarte,"GCIA Originación, Crédito al Consumo, Cobranzas",3.0262500000000006,83.49127314814815,6.602337962962963,1.9500694444444442,0.2603587962962963,1.0703125,xlDAOv0i
Solicitud de tabla con información de empleados Coppel y Bancoppel MX,"Buenas tardes. Me comunico con usted del área de Coordinación Políticas y Operación Originación Crédito Coppel esto con la finalidad de realizar una solicitud de datos. 

Se requiere una tabla que contenga información sobre empleados de Coppel y Bancoppel, particularmente me interesa conocer los campos relacionados al: numero de empleado, nombre de empleado, código del centro, código de tienda, centro, puesto, salario, fecha de alta y fecha de baja. Se requiere que se deposite en el servidor PDA en la base de datos ""Paramétrico"" en el esquema ""MX"", toda la historia disponible y su actualización mensual. No cuento con el nombre de la tabla, ni su IP. 

Gracias, sin más por el momento quedo atenta.
",https://trello.com/c/IWXd2r1F,2022-10-19 15:32:34,Done,62f595dab394944edaf097cd,2022-10-26 09:03:25,Ivety Diaz Sanchez,ivetydiazsanchez,"GCIA Originación, Crédito al Consumo, Cobranzas",6.717893518518519,82.44811342592594,,,,,IWXd2r1F
ID 4INwdtmx - Solicitud de actualización de 2 tablas de la BD Visualización,"Se solicita actualizar a Septiembre de 2022 las siguientes 2 tablas de la Base de Datos Visualización:

ANALISISARBOLDESOLICITUDES
ANALISISESTADODERESULTADOS

El objetivo es realizar un análisis con esta información para realizar un análisis para verificar si existe alguna relación con la contracción en las ventas de la cartera de muebles en los últimos meses de año en curso.

Solicitante: Jair Pérez
",https://trello.com/c/4INwdtmx,2022-10-21 15:57:25,Done,628eb4e2a787974fa53c4102,2022-10-28 17:32:06,Jair Pérez,jair_perez,"GCIA Originación, Crédito al Consumo, Cobranzas",2.6937615740740743,80.0948726851852,3.472222222222222e-05,0.04638888888888889,0.14368055555555556,4.181886574074074,4INwdtmx
ID Kcoddhbp - Reporte Regional Cobranza Digital,"Se solicita la generación de un reporte a nivel regional de las captura de correos gestionadas por los supervisores de Cobranza. Las Regiones deben de ser en base a los centros de Cobranza, es decir 15 Regiones.

Se necesita un reporte semanal que muestre las captura de correos por Region Cobranza:

Fecha de solicitud, Región Cobranza, Centro Cobranza, Correos capturados.",https://trello.com/c/Kcoddhbp,2022-10-26 12:17:22,Done,5b880cd96ac83422a360580c,2022-10-28 15:33:08,Alan,alan09487517,"GCIA Originación, Crédito al Consumo, Cobranzas",1.051400462962963,80.17748842592592,0.11825231481481481,0.9662962962962963,,,Kcoddhbp
Modificación a tabla MAE_verificarinformaciones MX,Se solicita modificar el código que construye la tabla MAE_verificarinformaciones para que no incluya registros donde los campos ApellidoPaternoReferencia y NombreReferencia  aparezcan sin datos (El valor default son 15 espacios vacíos '               ').,https://trello.com/c/VE5DGnr6,2022-10-28 11:42:47,Done,62a0e6ad7f5ee0526551a366,2022-10-28 15:32:56,Sergio Luis Sicairos Paez,sergio_sicairos,"GCIA Originación, Crédito al Consumo, Cobranzas",0.02677083333333333,80.1776388888889,0.11842592592592592,,,,VE5DGnr6
[08-11-2021] - 32013 - Informes diarios de Indicadores de Cajas de Abono,"Se solicita informes diarios de los indicadores de Cajas de Abono, para realizar reportes de avances diarios y acumulados, los indicadores que se requieren son: Primera Compra Mínimo a Pagar Venta de Club de Protección Cump de Afiliaciones Afore Venta de Telefonía % ISA - Experiencia en Cajas % ISA -Tiempo en Fila para Real Caminata.",https://trello.com/c/lzvYXt7o,2022-08-02 08:39:49,Done,62e81161ab536611b308cfc5,2022-10-07 08:01:41,Blanca Mayely López Camacho,blancamayelylopezcamacho,"GCIA Operación Retail y Servicios Financieros, Inmobiliaria, Diseño y Construcción",8.224363425925926,101.49085648148149,6.941701388888888,4.770694444444445,36.3491087962963,9.687650462962964,lzvYXt7o
ID 1OSswZaT - [23-05-2022] - 35324 - Vendedor Certificado Agencia Coppel Motos,Considerar dentro del proceso de Incentivo para Vendedor Certificado el puesto 269- Vendedor Motocicletas para el tipo de Formato de Agencias Coppel Motos,https://trello.com/c/1OSswZaT,2022-08-02 08:51:34,Done,62e933447d4b2f060b11f91e,2022-10-20 09:15:41,Saúl Yovani Salgueiro Lindoro,saulyovanisalgueirolindoro,"GCIA Operación Retail y Servicios Financieros, Inmobiliaria, Diseño y Construcción",12.99042824074074,88.43946759259258,1.0422453703703705,0.0035416666666666665,59.307291666666664,5.673240740740741,1OSswZaT
